kata_asli,kata_stemmed
ekosistem,ekosistem
satuan,satu
pendidikan,pendid
satuan,satu
tugas,tugas
Hingga,Hingga
4,4
februari,februari
2025,2025
93,93
99,99
406,406
617,617
satuan,satu
pendidikan,pendid
indonesia,indonesia
membentuk,bentuk
TPPK,TPPK
Selain,Selain
kolaborasi,kolaborasi
orang,orang
tua,tua
masyarakat,masyarakat
Dengan,Deng
melibatkan,libat
orang,orang
tua,tua
komunitas,komunitas
guru,guru
bimbingan,bimbing
konseling,konseling
menciptakan,cipta
lingkungan,lingkung
mendukung,dukung
perkembangan,perkembang
karakter,karakter
siswa,siswa
aman,aman
dihargai,harga
Tanggal,Tanggal
dipilih,pilih
penghormatan,hormat
sastrawan,sastraw
William,William
Shakespeare,Shakespeare
Miguel,Miguel
de,de
Cervantes,Cervantes
wafat,wafat
berbeda,beda
Asal,Asal
usulnya,usul
tradisi,tradisi
toko,toko
buku,buku
Catalonia,Catalonia
Spanyol,Spanyol
1923,1923
menghormati,hormat
karya,karya
Cervantes,Cervantes
diadopsi,diadops
global,global
Hari,Har
Buku,Bu
Hak,Hak
Cipta,Cipta
Sedunia,Sedunia
mendorong,dorong
budaya,budaya
membaca,baca
penerbitan,penerbit
perlindungan,perlindung
hak,hak
cipta,cipta
Hari,Har
momen,momen
reflektif,reflektif
menakar,akar
ulang,ulang
manusia,manusia
modern,modern
menjadikan,menjad
buku,buku
cermin,cermin
zaman,zaman
jendela,jendela
dunia,dunia
Dalam,Dalam
lanskap,lanskap
digital,digital
hiruk,hiruk
pikuk,pikuk
muncul,muncul
paradoks,paradoks
pengetahuan,pengetahu
diakses,akses
genggaman,genggam
masyarakat,masyarakat
dunia,dunia
melabuhkan,labuh
keheningan,hening
buku,buku
fisik,fisik
Kebangkitan,Kebangkit
Buku,Bu
Fisik,Fisik
Era,Era
Digital,Digital
Di,D
Amerika,Amerika
Serikat,Serikat
Inggris,Inggris
Jerman,Jerm
Jepang,Jepang
penjualan,jual
buku,buku
cetak,cetak
meningkat,meningkat
Survei,Surve
Pew,Pew
Research,Research
Center,Center
2022,2022
65,65
pembaca,baca
muda,muda
Gen,Gen
Z,Z
memilih,memilih
buku,buku
fisik,fisik
alasan,alas
sensorik,sensorik
bau,bau
kertas,kertas
tekstur,tekstur
halaman,halaman
ketiadaan,tiada
kelelahan,lelah
mata,mata
Fenomena,Fenomena
teori,teori
embodied,embodied
cognition,cognition
Lakoff,Lakoff
Johnson,Johnson
1999,1999
pengalaman,alam
fisik,fisik
memengaruhi,memengaruh
pemrosesan,pemroses
kognitif,kognitif
Membaca,Membaca
buku,buku
fisik,fisik
dianggap,anggap
menghadirkan,hadir
makna,makna
dibandingkan,banding
layar,layar
digital,digital
cenderung,cenderung
dangkal,dangkal
shallow,shallow
reading,reading
Selain,Selain
derasnya,deras
arus,arus
digitalisasi,digitalisasi
Swedia,Swedia
mengadopsi,mengadops
kebijakan,kebija
buku,buku
fisik,fisik
15,15
buku,buku
digital,digital
pendidikan,pendid
Pemerintah,Pemerintah
Swedia,Swedia
menemukan,menemu
digitalisasi,digitalisasi
masif,masif
menurunkan,urun
tingkat,tingkat
literasi,literas
pemahaman,pemaham
membaca,baca
daya,daya
konsentrasi,konsentrasi
siswa,siswa
Fenomena,Fenomena
didukung,dukung
survei,survei
Indonesia,Indonesia
masyarakat,masyarakat
memilih,memilih
buku,buku
fisik,fisik
dibandingkan,banding
e,e
book,book
buku,buku
fisik,fisik
nilai,nilai
kenyamanan,nyaman
membaca,baca
kepuasan,puas
psikologis,psikologis
aspek,aspek
koleksi,koleksi
dimiliki,milik
buku,buku
digital,digital
Kecenderungan,Kecenderung
dianalisis,analisis
pendekatan,dekat
teoritik,teoritik
hermeneutika,hermeneutika
psikologi,psikologi
kognitif,kognitif
membahas,bahas
interaksi,interaksi
fisik,fisik
objek,objek
bacaan,baca
meningkatkan,meningkat
pemahaman,pemaham
retensi,retensi
informasi,informasi
Studi,Stud
Mizrachi,Mizrach
Salaz,Salaz
2019,2019
membaca,baca
buku,buku
cetak,cetak
efektif,efektif
pembelajaran,pembelajar
akademik,akademik
memudahkan,mudah
penandaan,anda
konsentrasi,konsentrasi
e,e
book,book
cocok,cocok
bacaan,baca
ringan,ringan
Hal,Hal
medium,medium
membaca,baca
aksesibilitas,aksesibilitas
kualitas,kualitas
pengalaman,alam
efektivitas,efektivitas
kognitif,kognitif
Literasi,Literas
Indonesia,Indonesia
Terjebak,Terjebak
Pusaran,Pusar
Rendahnya,Rendah
Minat,Minat
Baca,Baca
Di,D
Indonesia,Indonesia
pasar,pasar
buku,buku
digital,digital
tumbuh,tumbuh
minat,minat
buku,buku
cetak,cetak
bertahan,bertah
kalangan,kalang
akademisi,akademisi
pecinta,cinta
sastra,sastra
Studi,Stud
Perpustakaan,Perpustaka
Nasional,Nasional
2023,2023
menemukan,menemu
72,72
mahasiswa,mahasiswa
mudah,mudah
berkonsentrasi,berkonsentras
membaca,baca
buku,buku
fisik,fisik
Namun,Namun
ironisnya,ironis
tingkat,tingkat
literasi,literas
Indonesia,Indonesia
rendah,rendah
berdasarkan,dasar
survei,survei
PISA,PISA
2022,2022
Indonesia,Indonesia
peringkat,peringkat
62,62
79,79
negara,negara
kemampuan,mampu
membaca,baca
Sedangkan,Sedang
data,data
UNESCO,UNESCO
Institute,Institute
for,for
Statistics,Statistics
UIS,UIS
Indonesia,Indonesia
menempati,empat
peringkat,peringkat
100,100
208,208
negara,negara
tingkat,tingkat
literasi,literas
95,95
44,44
kalah,kalah
negara,negara
negara,negara
tetangga,tetangga
Asia,Asia
Tenggara,Tenggara
Filipina,Filipina
Brunei,Brune
Singapura,Singapura
Rendahnya,Rendah
literasi,literas
disebabkan,sebab
faktor,faktor
utama,utama
Kurangnya,Kurang
minat,minat
membaca,baca
keterbatasan,keterbatas
sarana,sarana
prasarana,prasarana
peran,peran
keluarga,keluarga
minim,minim
mendukung,dukung
aktivitas,aktivitas
membaca,baca
pengaruh,pengaruh
negatif,negatif
televisi,televisi
ponsel,ponsel
pintar,pintar
menarik,arik
perhatian,perhati
anak,anak
anak,anak
remaja,remaja
dibandingkan,banding
buku,buku
Beberapa,Beberapa
penelitian,penelit
rendahnya,rendah
literasi,literas
Indonesia,Indonesia
bersifat,sifat
multidimensi,multidimensi
Pertama,Pertama
akses,akses
buku,buku
timpang,timpang
daerah,daerah
pedesaan,desa
kesulitan,sulit
memperoleh,memperoleh
bahan,bahan
bacaan,baca
berkualitas,kualitas
Kemdikbud,Kemdikbud
2023,2023
Kedua,Kedua
budaya,budaya
lisan,lisan
dominan,dominan
tradisi,tradisi
baca,baca
mengakar,akar
Nugroho,Nugroho
2021,2021
Teori,Teor
Social,Social
Practice,Practice
Approach,Approach
Street,Street
1984,1984
literasi,literas
kemampuan,mampu
teknis,teknis
praktik,praktik
sosial,sosial
dipengaruhi,pengaruh
lingkungan,lingkung
Di,D
Indonesia,Indonesia
minimnya,minim
perpustakaan,perpustaka
ramah,ramah
anak,anak
mahalnya,mahal
harga,harga
buku,buku
memperparah,memperparah
kondisi,kondisi
Pendekatan,Pendekat
teoritis,teoritis
kajian,kaji
literasi,literas
Indonesia,Indonesia
diangkat,angkat
jurnal,jurnal
jurnal,jurnal
ilmiah,ilmiah
nasional,nasional
menekankan,menek
ekosistem,ekosistem
literasi,literas
meliputi,liput
keluarga,keluarga
sekolah,sekolah
masyarakat,masyarakat
Misalnya,Misal
teori,teori
ekologi,ekologi
Bronfenbrenner,Bronfenbrenner
diadaptasi,diadaptas
konteks,konteks
literasi,literas
menyoroti,menyorot
interaksi,interaksi
individu,individu
lingkungan,lingkung
mikro,mikro
keluarga,keluarga
sekolah,sekolah
menentukan,menentu
minat,minat
kemampuan,mampu
membaca,baca
Program,Program
program,program
Merdeka,Merdeka
Belajar,Belajar
mengintegrasikan,mengintegras
teknologi,teknologi
digital,digital
pendidikan,pendid
diimbangi,imbang
penguatan,penguat
budaya,budaya
literasi,literas
berbasis,basis
buku,buku
fisik,fisik
kehilangan,hilang
esensi,esensi
pembelajaran,pembelajar
mendalam,dalam
Meski,Mesk
kabar,kabar
kegemaran,gemar
membaca,baca
Indonesia,Indonesia
tren,tren
positif,positif
Indeks,Indeks
Pembangunan,Pembangun
Literasi,Literas
Masyarakat,Masyarakat
IPLM,IPLM
Tingkat,Tingkat
Gemar,Gemar
Membaca,Membaca
TGM,TGM
mengalami,alam
peningkatan,peningkat
2024,2024
kategori,kategori
Ini,In
hasil,hasil
kerja,kerja
keras,keras
Perpustakaan,Perpustaka
Nasional,Nasional
pemerintah,pemerintah
daerah,daerah
berupaya,upaya
memperluas,memperluas
akses,akses
buku,buku
meningkatkan,meningkat
kualitas,kualitas
pendidikan,pendid
literasi,literas
Hari,Har
Buku,Bu
Sedunia,Sedunia
seremoni,seremoni
pengingat,ingat
buku,buku
fisik,fisik
digital,digital
jendela,jendela
dunia,dunia
lekang,lekang
Di,D
derasnya,deras
arus,arus
digital,digital
buku,buku
fisik,fisik
kemunduran,mundur
renungan,renung
hakikat,hakikat
membaca,baca
menyentuh,menyentuh
hati,hati
pikiran,pikir
utuh,utuh
Indonesia,Indonesia
tantangannya,tantang
membalik,balik
halaman,halaman
sejarah,sejarah
literasi,literas
cerah,cerah
buku,buku
berperan,per
jembatan,jembatan
pengetahuan,pengetahu
peradaban,peradab
Perubahan,Perubah
iklim,iklim
bencana,bencana
alam,alam
barangkali,barangkali
membuatmu,buat
cemas,cemas
takut,takut
khawatir,khawatir
Perasaan,Perasa
muncul,muncul
wajar,wajar
menandakan,anda
memiliki,milik
kepedulian,kepedul
lingkungan,lingkung
Namun,Namun
level,level
stres,stres
pesimis,pesimis
depanmu,depan
Bumi,Bum
tandanya,tanda
mengalami,alam
eco,eco
anxiety,anxiety
Rasa,Rasa
cemas,cemas
situasi,situasi
lingkungan,lingkung
menerus,menerus
berdampak,dampak
buruk,buruk
kesehatan,sehat
Menurut,Menurut
studi,studi
gejala,gejala
eco,eco
anxiety,anxiety
berdaya,daya
frustasi,frustas
perasaan,rasa
putus,putus
asa,asa
Keresahan,Keresah
memicu,memicu
serangan,serang
panik,panik
panic,panic
attack,attack
gangguan,ganggu
konsentrasi,konsentrasi
gangguan,ganggu
tidur,tidur
Sebuah,Sebuah
studi,studi
menyebut,menyebut
Gen,Gen
Z,Z
kelompok,kelompok
mengalami,alam
eco,eco
anxiety,anxiety
Studi,Stud
menyebut,menyebut
peningkatan,peningkat
kecemasan,cemas
anak,anak
muda,muda
terkait,kait
krisis,krisis
iklim,iklim
memengaruhi,memengaruh
kesehatan,sehat
mental,mental
Lalu,Lalu
eco,eco
anxiety,anxiety
berlarut,larut
larut,larut
Ada,Ada
lakukan,laku
mengalihkan,alih
energimu,energi
pengembangan,pengembang
kontrol,kontrol
keterlibatan,keterlibat
sosial,sosial
aksi,aksi
lingkungan,lingkung
Berikut,Berikut
langkah,langkah
langkah,langkah
ambil,ambil
1,1
Batasi,Batas
paparan,papar
informasi,informasi
negatif,negatif
Salah,Sa
penyebab,penyebab
eco,eco
anxiety,anxiety
mengonsumsi,mengonsums
berita,berita
berisi,beris
kabar,kabar
buruk,buruk
pesimistis,pesimistis
Untuk,Untuk
mengimbangi,imbang
konten,konten
konten,konten
ikuti,ikut
media,media
sosial,sosial
Selain,Selain
mengikuti,ikut
akun,akun
akun,akun
membahas,bahas
permasalahan,permasalah
lingkungan,lingkung
mengikuti,ikut
akun,akun
akun,akun
berisi,beris
konten,konten
positif,positif
aksi,aksi
aksi,aksi
lingkungan,lingkung
Rasa,Rasa
cemas,cemas
muncul,muncul
mengendalikan,endal
situasi,situasi
buruk,buruk
Dengan,Deng
mengikuti,ikut
akun,akun
akun,akun
menawarkan,awar
solusi,solusi
lingkungan,lingkung
optimisme,optimisme
muncul,muncul
bukti,bukti
diubah,ubah
aksi,aksi
nyata,nyata
2,2
Bergabung,Bergabung
komunitas,komunitas
Cari,Car
komunitas,komunitas
organisasi,organisasi
fokus,fokus
pelestarian,pelestar
lingkungan,lingkung
Bergabung,Bergabung
komunitas,komunitas
memiliki,milik
tujuan,tuju
concern,concern
dukungan,dukung
emosional,emosional
memperkuat,memperkuat
keterhubungan,keterhubung
3,3
Terlibat,Terlibat
aksi,aksi
lingkungan,lingkung
Langkah,Lang
lakukan,laku
berpartisipasi,berpartisipas
aksi,aksi
lingkungan,lingkung
skala,skala
Sebuah,Sebuah
studi,studi
membuktikan,membukt
partisipasi,partisipasi
membangun,bangun
keyakinan,yakin
kelompok,kelompok
mengatasi,atas
krisis,krisis
lingkungan,lingkung
self,self
and,and
community,community
efficacy,efficacy
Di,D
level,level
sederhana,sederhana
clicktivism,clicktivism
mendukung,dukung
aksi,aksi
lingkungan,lingkung
daring,daring
aktif,aktif
mengunggah,unggah
konten,konten
konten,konten
pro,pro
lingkungan,lingkung
Di,D
level,level
luas,luas
aktif,aktif
aksi,aksi
eco,eco
volunteering,volunteering
edukasi,edukasi
masyarakat,masyarakat
terdampak,dampak
bencana,bencana
bergabung,gabung
aktivis,aktivis
konservasi,konservasi
Di,D
Indonesia,Indonesia
masyarakat,masyarakat
generasi,generasi
muda,muda
memiliki,milik
perhatian,perhati
isu,isu
lingkungan,lingkung
Namun,Namun
menyuarakannya,menyuara
Ini,In
temukan,temu
studi,studi
tim,tim
Bendungan,Bendung
Katulampa,Katulampa
Kota,Kota
Bogor,Bogor
Bendungan,Bendung
salah,salah
hulu,hulu
Sungai,Sunga
Ciliwung,Ciliwung
kerap,kerap
dituding,tuding
pengirim,pengirim
banjir,banjir
Jakarta,Jakarta
Kami,Kam
menemui,menemu
kelompok,kelompok
muda,muda
usulan,usul
terlibat,libat
mengatasi,atas
air,air
mengurangi,mengurang
risiko,risiko
banjir,banjir
menyampaikannya,menyampa
Kami,Kam
menjembatani,jembatan
komunikasi,komunikasi
pemerintah,pemerintah
forum,forum
salah,salah
satunya,satu
Wali,Wal
Kota,Kota
Bogor,Bogor
Bima,Bima
Arya,Arya
Dari,Dar
hasil,hasil
diskusi,diskusi
tercetus,cetus
rekomendasi,rekomendasi
pemberdayaan,pemberdaya
masyarakat,masyarakat
pelatihan,latih
pengelolaan,pengelola
air,air
teknik,teknik
mencegah,cegah
pencemaran,cemar
menjaga,jaga
kelestarian,kelestar
sumber,sumber
air,air
mendorong,dorong
penerapan,penerap
sistem,sistem
pemanen,pemanen
air,air
hujan,hujan
Dari,Dar
masyarakat,masyarakat
belajar,belajar
konservasi,konservasi
air,air
Secara,Secara
saluran,salur
resmi,resmi
anak,anak
muda,muda
terlibat,libat
kebijakan,kebija
aksi,aksi
lingkungan,lingkung
minim,minim
forum,forum
formal,formal
inklusif,inklusif
sesuai,sesuai
gaya,gaya
komunikasi,komunikasi
Akibatnya,Akibat
muncul,muncul
frustrasi,frustrasi
dipercaya,percaya
apatis,apatis
suara,suara
didengar,dengar
berdampak,dampak
Peran,Per
kampus,kampus
medsos,medsos
Salah,Sa
kelompok,kelompok
resah,resah
krisis,krisis
iklim,iklim
anak,anak
muda,muda
Mereka,Mereka
kebanyakan,kebanya
kampus,kampus
media,media
sosial,sosial
medsos,medsos
Oleh,Oleh
medium,medium
strategis,strategis
memengaruhi,memengaruh
pola,pola
pikir,pikir
perilaku,perilaku
anak,anak
muda,muda
Kampus,Kampus
mengintegrasikan,mengintegras
program,program
isu,isu
lingkungan,lingkung
mata,mata
kuliah,kuliah
studi,studi
proyek,proyek
kolaborasi,kolaborasi
mitra,mitra
edukasi,edukasi
kampanye,kampanye
peduli,peduli
lingkungan,lingkung
Pendekatan,Pendekat
lakukan,laku
mengajar,ajar
Universitas,Universitas
Gadjah,Gadjah
Mada,Mada
UGM,UGM
Saya,Saya
menyelaraskan,menyelaras
praktikum,praktikum
teknik,teknik
lingkungan,lingkung
identifikasi,identifikasi
sumber,sumber
pencemaran,cemar
analisis,analisis
perencanaan,rencana
saluran,salur
sungai,sungai
program,program
kegiatan,giat
mahasiswa,mahasiswa
aksi,aksi
bersih,bersih
sungai,sungai
Dengan,Deng
mahasiswa,mahasiswa
belajar,belajar
berkontribusi,berkontribus
nyata,nyata
lingkungan,lingkung
Atau,Atau
kampus,kampus
berkolaborasi,berkolaboras
mitra,mitra
mengampanyekan,mengampanye
program,program
program,program
pro,pro
lingkungan,lingkung
pengurangan,pengurang
penggunaan,guna
plastik,plastik
pakai,pakai
kantin,kantin
kampus,kampus
Fakultas,Fakultas
Ilmu,Il
Sosial,Sosial
Ilmu,Il
Politik,Politik
Universitas,Universitas
Indonesia,Indonesia
FISIP,FISIP
UI,UI
Media,Media
sosial,sosial
mendorong,dorong
perubahan,rubah
menyajikan,menyaj
narasi,narasi
storytelling,storytelling
mendorong,dorong
perubahan,rubah
sosial,sosial
Contoh,Contoh
akun,akun
pegiat,giat
lingkungan,lingkung
berpengaruh,pengaruh
pandawaragroup,pandawaragroup
aeshnina,aeshnina
Pandawara,Pandawara
menggugah,gugah
kesadaran,sadar
publik,publik
membersihkan,bersih
sungai,sungai
kotor,kotor
Sementara,Sementara
Nina,Nina
mengadvokasi,mengadvokas
perubahan,rubah
pemerintah,pemerintah
lokal,lokal
pusat,pusat
tingkat,tingkat
internasional,internasional
berbicara,bicara
forum,forum
UNFCC,UNFCC
COP26,COP26
2021,2021
Global,Global
Plastic,Plastic
Treaty,Treaty
Negotiation,Negotiation
2024,2024
Beberapa,Beberapa
Pandawara,Pandawara
diundang,undang
berdiskusi,diskus
presiden,presiden
membahas,bahas
solusi,solusi
sampah,sampah
Indonesia,Indonesia
Meski,Mesk
tindak,tindak
konkret,konkret
membuktikan,membukt
konsistensi,konsistensi
kampanye,kampanye
lingkungan,lingkung
berdampak,dampak
Rasa,Rasa
cemas,cemas
mengubah,ubah
Kalau,Kalau
aksi,aksi
aksi,aksi
Kamu,Ka
langkah,langkah
sederhana,sederhana
menyebar,menyebar
konten,konten
konten,konten
aksi,aksi
lingkungan,lingkung
medsos,medsos
mengubah,ubah
perilaku,perilaku
ramah,ramah
lingkungan,lingkung
Selamat,Selamat
Hari,Har
Bumi,Bum
Jadi,Jad
aksimu,aksi
Februari,Februar
2025,2025
Badan,Bad
Standar,Standar
Kurikulum,Kurikulum
Asesmen,Asesmen
Pendidikan,Pendid
Kementerian,Kementer
Pendidikan,Pendid
Dasar,Dasar
Menengah,Menengah
Kemendikdasmen,Kemendikdasmen
Republik,Republik
Indonesia,Indonesia
merilis,rilis
Naskah,Nas
Akademik,Akademik
Pembelajaran,Pembelajar
Koding,Koding
Kecerdasan,Kecerdas
Artifisial,Artifisial
KKA,KKA
Naskah,Nas
acuan,acu
kebijakan,kebija
rencana,rencana
menjadikan,menjad
KKA,KKA
mata,mata
pelajaran,pelajar
pilihan,pilih
Sekolah,Seko
Dasar,Dasar
SD,SD
Sekolah,Seko
Menengah,Menengah
Atas,Atas
Kejuruan,Kejuru
SMA,SMA
SMK,SMK
sekolah,sekolah
sekolah,sekolah
dinilai,nila
menyelenggarakan,menyelenggara
kelas,kelas
Pemerintah,Pemerintah
beralasan,alas
mata,mata
pelajaran,pelajar
meningkatkan,meningkat
daya,daya
saing,saing
sumber,sumber
daya,daya
manusia,manusia
SDM,SDM
Indonesia,Indonesia
kancah,kancah
global,global
Tapi,Tap
keputusan,putus
Kemendikdasmen,Kemendikdasmen
kebijakan,kebija
elitis,elitis
capital,capital
driven,driven
memprioritaskan,prioritas
pemilik,milik
modal,modal
berpihak,pihak
kepentingan,penting
masyarakat,masyarakat
Sebab,Sebab
ketersediaan,ketersedia
sumber,sumber
daya,daya
guru,guru
kompeten,kompeten
mengajarkan,ajar
KKA,KKA
infrastruktur,infrastruktur
teknologi,teknologi
merata,rata
wilayah,wilayah
Sehingga,Sehingga
kehadiran,hadir
mata,mata
pelajaran,pelajar
elite,elite
memperlebar,memperlebar
jurang,jurang
ketimpangan,timpang
pendidikan,pendid
Indonesia,Indonesia
Ketergantungan,Ketergantung
sumber,sumber
daya,daya
Implementasi,Implementas
mata,mata
pelajaran,pelajar
KKA,KKA
perangkat,perangkat
komputer,komputer
koneksi,koneksi
internet,internet
stabil,stabil
memakai,maka
pendekatan,dekat
unplugged,unplugged
metode,metode
mengajarkan,ajar
konsep,konsep
konsep,konsep
dasar,dasar
komputasi,komputas
permainan,permain
teka,teka
teki,teki
simulasi,simulasi
kegiatan,giat
fisik,fisik
Metode,Metode
dirancang,rancang
mengilustrasikan,mengilustras
logika,logika
algoritma,algoritma
representasi,representasi
data,data
konsep,konsep
komputasi,komputas
menyenangkan,menyenang
interaktif,interaktif
Namun,Namun
pendekatan,dekat
tenaga,tenaga
pengajar,ajar
kompetensi,kompetensi
bidang,bidang
teknologi,teknologi
Selain,Selain
KKA,KKA
diajarkan,ajar
unplugged,unplugged
KKA,KKA
dasarnya,dasar
disiplin,disiplin
ilmu,ilmu
praktis,praktis
melibatkan,libat
penggunaan,guna
perangkat,perangkat
lunak,lunak
bahasa,bahasa
pemrograman,pemrogram
Rute,Rute
unplugged,unplugged
pengalaman,alam
langsung,langsung
menulis,menulis
kode,kode
menjalankan,menjal
program,program
debugging,debugging
tindakan,tinda
mendeteksi,mendeteks
menemukan,menemu
memperbaiki,memperbaik
kesalahan,salah
program,program
berinteraksi,berinteraks
komputer,komputer
kecerdasan,cerdas
buatan,buat
AI,AI
sesungguhnya,sungguh
Banyak,Banyak
konsep,konsep
KKA,KKA
kompleks,kompleks
abstrak,abstrak
butuh,butuh
representasi,representasi
visual,visual
interaktif,interaktif
komputer,komputer
Artinya,Art
cepat,cepat
lambat,lambat
pembelajaran,pembelajar
membutuhkan,butuh
komputer,komputer
internet,internet
Sumber,Sumber
daya,daya
mudah,mudah
diakses,akses
sekolah,sekolah
sekolah,sekolah
perkotaan,perkota
Padahal,Padahal
data,data
2020,2020
8,8
522,522
sekolah,sekolah
Indonesia,Indonesia
tersambung,sambung
jaringan,jaring
listrik,listrik
42,42
159,159
sekolah,sekolah
memiliki,milik
sambungan,sambung
internet,internet
Kondisi,Kondis
sekolah,sekolah
sekolah,sekolah
daerah,daerah
tertinggal,tinggal
terdepan,terdep
terluar,luar
3T,3T
terpinggirkan,pinggir
Menggeser,Menggeser
orientasi,orientasi
pendidikan,pendid
Karakter,Karakter
capital,capital
driven,driven
kebijakan,kebija
ketergantungan,ketergantung
industri,industri
teknologi,teknologi
perusahaan,perusaha
perusahaan,perusaha
bergerak,gerak
bidang,bidang
koding,koding
AI,AI
Kurikulum,Kurikulum
materi,materi
ajar,ajar
KKA,KKA
dirancang,rancang
cermat,cermat
berorientasi,berorientas
kepentingan,penting
nasional,nasional
luas,luas
berisiko,risiko
didikte,dikte
kebutuhan,butuh
pasar,pasar
kepentingan,penting
korporasi,korporasi
kekuasaan,kuasa
Apabila,Apabila
pembelajaran,pembelajar
KKA,KKA
diarahkan,arah
menghasilkan,hasil
lulusan,lulus
sektor,sektor
ekonomi,ekonomi
digital,digital
dianggap,anggap
strategis,strategis
kelompok,kelompok
berkuasa,kuasa
potensi,potensi
kebutuhan,butuh
sektor,sektor
pendidikan,pendid
kesehatan,sehat
ketahanan,tahan
pangan,pangan
lingkungan,lingkung
hidup,hidup
industri,industri
manufaktur,manufaktur
terabaikan,aba
Selain,Selain
penekanan,penekan
keterampilan,terampil
teknis,teknis
spesifik,spesifik
mengorbankan,mengorb
pemahaman,pemaham
konseptual,konseptual
kemampuan,mampu
berpikir,pikir
kritis,kritis
KKA,KKA
didukung,dukung
keterampilan,terampil
dasar,dasar
berujung,ujung
ketergantungan,ketergantung
peralatan,ralat
digital,digital
menyebabkan,menyebab
performa,performa
belajar,belajar
anak,anak
menurun,urun
Urgensi,Urgens
relevansi,relevansi
KKA,KKA
mata,mata
pelajaran,pelajar
pilihan,pilih
dipertimbangkan,dipertimbang
matang,matang
konteks,konteks
kebutuhan,butuh
pendidikan,pendid
mendasar,dasar
Di,D
daerah,daerah
tantangan,tantang
utama,utama
berkisar,kisar
pemenuhan,pemenuh
kebutuhan,butuh
dasar,dasar
ketersediaan,ketersedia
buku,buku
ruang,ruang
kelas,kelas
layak,layak
guru,guru
kompeten,kompeten
mata,mata
pelajaran,pelajar
inti,inti
membaca,baca
matematika,matematika
Perlu,Perlu
kejelasan,jelas
tujuan,tuju
jangka,jangka
kebijakan,kebija
Apakah,Apa
tujuannya,tuju
mata,mata
menghasilkan,hasil
tenaga,tenaga
kerja,kerja
industri,industri
teknologi,teknologi
kah,kah
visi,visi
luas,luas
koding,koding
AI,AI
memberdayakan,memberdaya
masyarakat,masyarakat
Jika,Jika
fokusnya,fokus
sempit,sempit
pemenuhan,pemenuh
kebutuhan,butuh
industri,industri
kebijakan,kebija
berisiko,risiko
