kata_awal,kata_stemming
sederhana,sederhana
clicktivism,clicktivism
mendukung,mendukung
aksi,aksi
lingkungan,lingkung
daring,daring
aktif,aktif
mengunggah,mengunggah
konten,konten
konten,konten
pro,pro
lingkungan,lingkung
level,level
luas,luas
aktif,aktif
aksi,aksi
eco,eco
volunteering,volunteering
edukasi,edukasi
masyarakat,masyarakat
terdampak,terdampak
bencana,bencana
bergabung,bergabung
aktivis,aktivis
konservasi,konservasi
indonesia,indonesia
masyarakat,masyarakat
generasi,generasi
muda,muda
memiliki,milik
perhatian,perhati
isu,isu
lingkungan,lingkung
menyuarakannya,menyuara
temukan,temu
studi,studi
tim,tim
bendungan,bendung
katulampa,katulampa
kota,kota
bogor,bogor
bendungan,bendung
salah,salah
hulu,hulu
sungai,sungai
ciliwung,ciliwung
kerap,kerap
dituding,tuding
pengirim,pengirim
banjir,banjir
jakarta,jakarta
menemui,menemu
kelompok,kelompok
muda,muda
usulan,usul
terlibat,terlibat
mengatasi,mengatas
air,air
mengurangi,mengurang
risiko,risiko
banjir,banjir
menyampaikannya,menyampai
menjembatani,menjembatan
komunikasi,komunikasi
pemerintah,pemerin
forum,forum
salah,salah
satunya,satu
wali,wali
kota,kota
bogor,bogor
bima,bima
arya,arya
hasil,hasil
diskusi,diskusi
tercetus,tercetus
rekomendasi,rekomendasi
pemberdayaan,pemberdaya
masyarakat,masyarakat
pelatihan,latih
pengelolaan,pengelola
air,air
teknik,teknik
mencegah,mencegah
pencemaran,pencemar
menjaga,menjaga
kelestarian,lestari
sumber,sumber
air,air
mendorong,mendorong
penerapan,penerap
sistem,sistem
pemanen,pemanen
air,air
hujan,hujan
masyarakat,masyarakat
belajar,belajar
konservasi,konservasi
air,air
saluran,salur
resmi,resmi
anak,anak
muda,muda
terlibat,terlibat
kebijakan,kebija
aksi,aksi
lingkungan,lingkung
minim,minim
forum,forum
formal,formal
inklusif,inklusif
sesuai,sesuai
gaya,gaya
komunikasi,komunikasi
akibatnya,akibat
muncul,muncul
frustrasi,frustrasi
dipercaya,percaya
apatis,apatis
suara,suara
didengar,dengar
berdampak,berdampak
peran,peran
kampus,kampus
medsos,medsos
salah,salah
kelompok,kelompok
resah,resah
krisis,krisis
iklim,iklim
anak,anak
muda,muda
kebanyakan,kebanya
kampus,kampus
media,media
sosial,sosial
medsos,medsos
medium,medium
strategis,strategis
memengaruhi,memengaruh
pola,pola
pikir,pikir
perilaku,perilaku
anak,anak
muda,muda
kampus,kampus
mengintegrasikan,mengintegrasi
program,program
isu,isu
lingkungan,lingkung
mata,mata
kuliah,kuliah
studi,studi
proyek,proyek
kolaborasi,kolaborasi
mitra,mitra
edukasi,edukasi
kampanye,kampanye
peduli,peduli
lingkungan,lingkung
pendekatan,pendekat
lakukan,laku
mengajar,mengajar
universitas,universitas
gadjah,gadjah
mada,mada
ugm,ugm
menyelaraskan,menyelaras
praktikum,praktikum
teknik,teknik
lingkungan,lingkung
identifikasi,identifikasi
sumber,sumber
pencemaran,pencemar
analisis,analisis
perencanaan,rencana
saluran,salur
sungai,sungai
program,program
kegiatan,giat
mahasiswa,mahasiswa
aksi,aksi
bersih,bersih
sungai,sungai
mahasiswa,mahasiswa
belajar,belajar
berkontribusi,berkontribus
nyata,nyata
lingkungan,lingkung
kampus,kampus
berkolaborasi,berkolaboras
mitra,mitra
mengampanyekan,mengampanye
program,program
program,program
pro,pro
lingkungan,lingkung
pengurangan,pengurang
penggunaan,pengguna
plastik,plastik
pakai,pakai
kantin,kantin
kampus,kampus
fakultas,fakultas
ilmu,ilmu
sosial,sosial
ilmu,ilmu
politik,politik
universitas,universitas
indonesia,indonesia
fisip,fisip
ui,u
media,media
sosial,sosial
mendorong,mendorong
perubahan,rubah
menyajikan,menyaji
narasi,narasi
storytelling,storytelling
mendorong,mendorong
perubahan,rubah
sosial,sosial
contoh,contoh
akun,akun
pegiat,giat
lingkungan,lingkung
berpengaruh,berpengaruh
pandawaragroup,pandawaragroup
aeshnina,aeshnina
pandawara,pandawara
menggugah,menggugah
kesadaran,sadar
publik,publik
membersihkan,membersih
sungai,sungai
kotor,kotor
nina,nina
mengadvokasi,mengadvokas
perubahan,rubah
pemerintah,pemerin
lokal,lokal
pusat,pusat
tingkat,tingkat
internasional,internasional
berbicara,berbicara
forum,forum
unfcc,unfcc
cop26,cop26
2021,2021
global,global
plastic,plastic
treaty,treaty
negotiation,negotiation
2024,2024
pandawara,pandawara
diundang,undang
berdiskusi,berdiskus
presiden,presiden
membahas,membahas
solusi,solusi
sampah,sampah
indonesia,indonesia
tindak,tindak
konkret,konkret
membuktikan,membukti
konsistensi,konsistensi
kampanye,kampanye
lingkungan,lingkung
berdampak,berdampak
cemas,cemas
mengubah,mengubah
aksi,aksi
aksi,aksi
langkah,langkah
sederhana,sederhana
menyebar,menyebar
konten,konten
konten,konten
aksi,aksi
lingkungan,lingkung
medsos,medsos
mengubah,mengubah
perilaku,perilaku
ramah,ramah
lingkungan,lingkung
selamat,selamat
bumi,bumi
aksimu,aksi
februari,februari
2025,2025
badan,badan
standar,standar
kurikulum,kurikulum
asesmen,asesmen
pendidikan,pendidi
kementerian,menteri
pendidikan,pendidi
dasar,dasar
menengah,menengah
kemendikdasmen,kemendikdasmen
republik,republik
indonesia,indonesia
merilis,rilis
naskah,naskah
akademik,akademik
pembelajaran,pembelajar
koding,koding
kecerdasan,cerdas
artifisial,artifisial
kka,kka
naskah,naskah
acuan,acu
kebijakan,kebija
rencana,rencana
menjadikan,menjadi
kka,kka
mata,mata
pelajaran,pelajar
pilihan,pilih
sekolah,sekolah
dasar,dasar
sd,sd
sekolah,sekolah
menengah,menengah
kejuruan,juru
sma,sma
smk,smk
sekolah,sekolah
sekolah,sekolah
dinilai,nila
menyelenggarakan,menyelenggara
kelas,kelas
pemerintah,pemerin
beralasan,beralas
mata,mata
pelajaran,pelajar
meningkatkan,meningkat
daya,daya
saing,saing
sumber,sumber
daya,daya
manusia,manusia
sdm,sdm
indonesia,indonesia
kancah,kancah
global,global
keputusan,putus
kemendikdasmen,kemendikdasmen
kebijakan,kebija
elitis,elitis
capital,capital
driven,driven
memprioritaskan,memprioritas
pemilik,milik
modal,modal
berpihak,berpihak
kepentingan,penting
masyarakat,masyarakat
ketersediaan,ketersedia
sumber,sumber
daya,daya
guru,guru
kompeten,kompeten
mengajarkan,mengajar
kka,kka
infrastruktur,infrastruktur
teknologi,teknologi
merata,rata
wilayah,wilayah
kehadiran,hadir
mata,mata
pelajaran,pelajar
elite,elite
memperlebar,memperlebar
jurang,jurang
ketimpangan,timpang
pendidikan,pendidi
indonesia,indonesia
ketergantungan,ketergantung
sumber,sumber
daya,daya
implementasi,implementasi
mata,mata
pelajaran,pelajar
kka,kka
perangkat,perangkat
komputer,komputer
koneksi,koneksi
internet,internet
stabil,stabil
memakai,maka
pendekatan,pendekat
unplugged,unplugged
metode,metode
mengajarkan,mengajar
konsep,konsep
konsep,konsep
dasar,dasar
komputasi,komputas
permainan,permain
teka,teka
teki,teki
simulasi,simulasi
kegiatan,giat
fisik,fisik
metode,metode
dirancang,rancang
mengilustrasikan,mengilustrasi
logika,logika
algoritma,algoritma
representasi,representasi
data,data
konsep,konsep
komputasi,komputas
menyenangkan,menyenang
interaktif,interaktif
pendekatan,pendekat
tenaga,tenaga
pengajar,pengajar
kompetensi,kompetensi
bidang,bidang
teknologi,teknologi
kka,kka
diajarkan,ajar
unplugged,unplugged
kka,kka
dasarnya,dasar
disiplin,disiplin
ilmu,ilmu
praktis,praktis
melibatkan,libat
penggunaan,pengguna
perangkat,perangkat
lunak,lunak
bahasa,bahasa
pemrograman,pemrogram
rute,rute
unplugged,unplugged
pengalaman,pengalam
langsung,langsung
menulis,menulis
kode,kode
menjalankan,menjalan
program,program
debugging,debugging
tindakan,tinda
mendeteksi,mendeteks
menemukan,menemu
memperbaiki,memperbaik
kesalahan,salah
program,program
berinteraksi,berinteraks
komputer,komputer
kecerdasan,cerdas
buatan,buat
ai,a
sesungguhnya,sungguh
konsep,konsep
kka,kka
kompleks,kompleks
abstrak,abstrak
butuh,butuh
representasi,representasi
visual,visual
interaktif,interaktif
komputer,komputer
cepat,cepat
lambat,lambat
pembelajaran,pembelajar
membutuhkan,membutuh
komputer,komputer
internet,internet
sumber,sumber
daya,daya
mudah,mudah
diakses,akses
sekolah,sekolah
sekolah,sekolah
perkotaan,perkota
data,data
2020,2020
8,8
522,522
sekolah,sekolah
indonesia,indonesia
tersambung,tersambung
jaringan,jaring
listrik,listrik
42,42
159,159
sekolah,sekolah
memiliki,milik
sambungan,sambung
internet,internet
kondisi,kondisi
sekolah,sekolah
sekolah,sekolah
daerah,daerah
tertinggal,tertinggal
terdepan,terdep
terluar,terluar
3t,3t
terpinggirkan,terpinggir
menggeser,menggeser
orientasi,orientasi
pendidikan,pendidi
karakter,karakter
capital,capital
driven,driven
kebijakan,kebija
ketergantungan,ketergantung
industri,industri
teknologi,teknologi
perusahaan,perusaha
perusahaan,perusaha
bergerak,bergerak
bidang,bidang
koding,koding
ai,a
kurikulum,kurikulum
materi,materi
ajar,ajar
kka,kka
dirancang,rancang
cermat,cermat
berorientasi,berorientas
kepentingan,penting
nasional,nasional
luas,luas
berisiko,risiko
didikte,dikte
kebutuhan,butuh
pasar,pasar
kepentingan,penting
korporasi,korporasi
kekuasaan,kuasa
pembelajaran,pembelajar
kka,kka
diarahkan,arah
menghasilkan,menghasil
lulusan,lulus
sektor,sektor
ekonomi,ekonomi
digital,digital
dianggap,anggap
strategis,strategis
kelompok,kelompok
berkuasa,berkuasa
potensi,potensi
kebutuhan,butuh
sektor,sektor
pendidikan,pendidi
kesehatan,sehat
ketahanan,tahan
pangan,pangan
lingkungan,lingkung
hidup,hidup
industri,industri
manufaktur,manufaktur
terabaikan,terabai
penekanan,penekan
keterampilan,terampil
teknis,teknis
spesifik,spesifik
mengorbankan,mengorban
pemahaman,pemaham
konseptual,konseptual
kemampuan,mampu
berpikir,berpikir
kritis,kritis
kka,kka
didukung,dukung
keterampilan,terampil
dasar,dasar
berujung,berujung
ketergantungan,ketergantung
peralatan,ralat
digital,digital
menyebabkan,menyebab
performa,performa
belajar,belajar
anak,anak
menurun,menurun
urgensi,urgensi
relevansi,relevansi
kka,kka
mata,mata
pelajaran,pelajar
pilihan,pilih
dipertimbangkan,dipertimbang
matang,matang
konteks,konteks
kebutuhan,butuh
pendidikan,pendidi
mendasar,mendasar
daerah,daerah
tantangan,tantang
utama,utama
berkisar,berkisar
pemenuhan,pemenuh
kebutuhan,butuh
dasar,dasar
ketersediaan,ketersedia
buku,buku
ruang,ruang
kelas,kelas
layak,layak
guru,guru
kompeten,kompeten
mata,mata
pelajaran,pelajar
inti,inti
membaca,membaca
matematika,matematika
kejelasan,jelas
tujuan,tuju
jangka,jangka
kebijakan,kebija
tujuannya,tuju
mata,mata
menghasilkan,menghasil
tenaga,tenaga
kerja,kerja
industri,industri
teknologi,teknologi
kah,kah
visi,visi
luas,luas
koding,koding
ai,a
memberdayakan,memberdaya
masyarakat,masyarakat
fokusnya,fokus
sempit,sempit
pemenuhan,pemenuh
kebutuhan,butuh
industri,industri
kebijakan,kebija
berisiko,risiko
mengabaikan,mengabai
potensi,potensi
kka,kka
alat,alat
mengembangkan,mengembang
kemampuan,mampu
berpikir,berpikir
kritis,kritis
problem,problem
solving,solving
kreativitas,kreativitas
potensi,potensi
kerja,kerja
swasta,swasta
penyediaan,penyedia
platform,platform
pembelajaran,pembelajar
pelatihan,latih
guru,guru
sertifikasi,sertifikasi
membuka,membuka
celah,celah
komersialisasi,komersialisasi
pendidikan,pendidi
mengalihkan,mengalih
fokus,fokus
tujuan,tuju
utama,utama
pendidikan,pendidi
memerdekakan,merdeka
manusia,manusia
pengembangan,pengembang
guru,guru
mata,mata
pelajaran,pelajar
negara,negara
maju,maju
menerapkan,menerap
kelas,kelas
koding,koding
cina,cina
korea,korea
selatan,selatan
singapura,singapura
negara,negara
negara,negara
memiliki,milik
dasar,dasar
literasi,literas
penalaran,nalar
skor,skor
pisa,pisa
500,500
skor,skor
pisa,pisa
indonesia,indonesia
400,400
kerap,kerap
luput,luput
perhatian,perhati
inti,inti
dasar,dasar
capaian,capai
pembelajaran,pembelajar
kka,kka
keterampilan,terampil
ai,a
menulis,menulis
kode,kode
pemrograman,pemrogram
penelitian,peneliti
intinya,inti
terletak,terletak
keterampilan,terampil
berpikir,berpikir
komputasional,komputasional
kbk,kbk
etika,etika
pemanfaatan,manfaat
teknologi,teknologi
ept,ept
kbk,kbk
keterampilan,terampil
pemecahan,cah
menyadari,menyadar
komputer,komputer
membantu,membantu
mengatasi,mengatas
detail,detail
sub,sub
kbk,kbk
dekomposisi,dekomposisi
pengenalan,pengenal
pola,pola
abstraksi,abstraksi
berpikir,berpikir
algoritmis,algoritmis
ept,ept
mencakup,mencakup
privasi,privasi
data,data
kekayaan,kaya
intelektual,intelektual
kesenjangan,senjang
digital,digital
alih,alih
alih,alih
menambah,menambah
mata,mata
pelajaran,pelajar
konsep,konsep
kbk,kbk
ept,ept
diintegrasikan,integrasi
mata,mata
pelajaran,pelajar
literasi,literas
numerasi,numeras
sains,sains
teknologi,teknologi
informasi,informasi
komunikasi,komunikasi
tik,tik
belajar,belajar
ekosistem,ekosistem
mengamati,mengamat
lingkungan,lingkung
guru,guru
mengajak,mengajak
siswa,siswa
simulasi,simulasi
digital,digital
dibutuhkan,butuh
mata,mata
pelajaran,pelajar
pelatihan,latih
berkelanjutan,berkelanjut
guru,guru
mengadopsi,mengadops
teknologi,teknologi
pembelajaran,pembelajar
teknologi,teknologi
ai,a
pisau,pisau
keahlian,ahli
memakai,maka
alatnya,alat
mendasar,mendasar
bangun,bangun
langkah,langkah
kesadaran,sadar
alih,alih
alih,alih
instrumen,instrumen
pemerataan,rata
pendidikan,pendidi
pembelajaran,pembelajar
kka,kka
berpotensi,berpotens
memperkuat,memperkuat
kelas,kelas
sosial,sosial
berdasarkan,berdasar
akses,akses
teknologi,teknologi
pengetahuan,pengetahu
terbiasa,terbiasa
menghabiskan,menghabis
berjam,berjam
jam,jam
berselancar,berselancar
media,media
sosial,sosial
menggali,menggal
informasi,informasi
terhubung,terhubung
teman,teman
dunia,dunia
disadari,sadar
aktivitas,aktivitas
berisiko,risiko
mengganggu,mengganggu
kesehatan,sehat
otak,otak
mentalmu,mental
salah,salah
dampaknya,dampak
timbulnya,timbul
eating,eating
disorder,disorder
gangguan,ganggu
makan,makan
gangguan,ganggu
mental,mental
perubahan,rubah
perilaku,perilaku
makan,makan
normal,normal
sehat,sehat
gangguan,ganggu
makan,makan
kecanduan,candu
media,media
sosial,sosial
dianggap,anggap
remeh,remeh
baca,baca
ulasan,ulas
terhindar,terhindar
bahayanya,bahaya
efek,efek
media,media
sosial,sosial
picu,picu
gangguan,ganggu
makan,makan
gangguan,ganggu
makan,makan
jenis,jenis
mental,mental
dialami,alam
anak,anak
muda,muda
dasawarsa,dasawarsa
contohnya,contoh
anoreksia,anoreksia
nervosa,nervosa
takut,takut
berlebih,berlebih
kenaikan,kenai
berat,berat
badan,badan
bulimia,bulimia
nervosa,nervosa
memuntahkan,muntah
makanan,makan
dikonsumsi,dikonsums
binge,binge
eating,eating
disorder,disorder
sulit,sulit
menahan,menah
nafsu,nafsu
makan,makan
ulasan,ulas
2023,2023
15,15
ribu,ribu
63,63
ribu,ribu
remaja,remaja
16,16
negara,negara
mengalami,mengalam
gangguan,ganggu
makan,makan
remaja,remaja
negara,negara
maju,maju
singapura,singapura
kecanduan,candu
media,media
sosial,sosial
terbukti,terbukt
salah,salah
faktor,faktor
meningkatkan,meningkat
risiko,risiko
kaum,kaum
muda,muda
mengalami,mengalam
gangguan,ganggu
makan,makan
penelitian,peneliti
2023,2023
mengungkap,mengungkap
444,444
peserta,serta
782,782
remaja,remaja
usia,usia
14,14
17,17
mengalami,mengalam
gangguan,ganggu
makan,makan
akibat,akibat
aktivitas,aktivitas
digital,digital
perkembangan,perkembang
otak,otak
fase,fase
menyebabkan,menyebab
remaja,remaja
kelompok,kelompok
rentan,rentan
mengalami,mengalam
kecanduan,candu
media,media
sosial,sosial
gangguan,ganggu
makan,makan
gangguan,ganggu
makan,makan
dialami,alam
perempuan,perempuan
cenderung,cenderung
puas,puas
cemas,cemas
bentuk,bentuk
tubuhnya,tubuh
kegemukan,kegemu
kurus,kurus
terpapar,terpapar
konten,konten
media,media
sosial,sosial
menonjolkan,menonjol
citra,citra
tubuh,tubuh
ideal,ideal
contohnya,contoh
tren,tren
fitspiration,fitspiration
menginspirasi,menginspiras
orang,orang
orang,orang
berolahraga,berolahraga
memiliki,milik
gaya,gaya
hidup,hidup
sehat,sehat
bak,bak
pedang,pedang
bermata,bermata
konten,konten
fitspiration,fitspiration
berisiko,risiko
mendorong,mendorong
remaja,remaja
memiliki,milik
perilaku,perilaku
makan,makan
normal,normal
sehat,sehat
kontrol,kontrol
pola,pola
makan,makan
mengonsumsi,mengonsums
suplemen,suplemen
penambah,penambah
stamina,stamina
membahayakan,membahaya
kesehatan,sehat
gangguan,ganggu
makan,makan
berkembang,berkembang
kebiasaan,biasa
memiliki,milik
pola,pola
perilaku,perilaku
menyerupai,menyerupa
kecanduan,candu
media,media
sosial,sosial
zat,zat
adiktif,adiktif
pengidapnya,pengidap
kesulitan,sulit
lepas,lepas
kebiasaan,biasa
akibat,akibat
otak,otak
melepaskan,lepas
hormon,hormon
dopamin,dopamin
menimbulkan,menimbul
senang,senang
ketagihan,tagih
menerima,menerima
pengakuan,pengaku
orang,orang
bentuk,bentuk
like,like
comment,comment
media,media
sosial,sosial
gangguan,ganggu
makan,makan
pengidapnya,pengidap
membantu,membantu
memiliki,milik
citra,citra
tubuh,tubuh
sosok,sosok
diidamkan,idam
menyadari,menyadar
perilaku,perilaku
konsumsi,konsumsi
makanannya,makan
sehat,sehat
bahaya,bahaya
gangguan,ganggu
makan,makan
diabaikan,abai
remaja,remaja
membutuhkan,membutuh
asupan,asup
zat,zat
gizi,gizi
makanan,makan
menjaga,menjaga
kesehatannya,sehat
zat,zat
gizi,gizi
karbohidrat,karbohidrat
lemak,lemak
protein,protein
vitamin,vitamin
mineral,mineral
kebutuhan,butuh
zat,zat
gizi,gizi
tercukupi,tercukup
berisiko,risiko
menimbulkan,menimbul
kesehatan,sehat
anemia,anemia
kekurangan,kurang
sel,sel
darah,darah
merah,merah
malnutrisi,malnutrisi
kekurangan,kurang
